instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
13959170,54528,NIFTY26MAR23750CE,"NIFTY",0,2026-03-30,23750,0.05,65,CE,NFO-OPT,NFO
13959426,54529,NIFTY26MAR23750PE,"NIFTY",0,2026-03-30,23750,0.05,65,PE,NFO-OPT,NFO
13958658,54526,NIFTY26MAR23700CE,"NIFTY",0,2026-03-30,23700,0.05,65,CE,NFO-OPT,NFO
13958914,54527,NIFTY26MAR23700PE,"NIFTY",0,2026-03-30,23700,0.05,65,PE,NFO-OPT,NFO
13958146,54524,NIFTY26MAR23650CE,"NIFTY",0,2026-03-30,23650,0.05,65,CE,NFO-OPT,NFO
13958402,54525,NIFTY26MAR23650PE,"NIFTY",0,2026-03-30,23650,0.05,65,PE,NFO-OPT,NFO
13957634,54522,NIFTY26MAR23600CE,"NIFTY",0,2026-03-30,23600,0.05,65,CE,NFO-OPT,NFO
13957890,54523,NIFTY26MAR23600PE,"NIFTY",0,2026-03-30,23600,0.05,65,PE,NFO-OPT,NFO
13957122,54520,NIFTY26MAR23550CE,"NIFTY",0,2026-03-30,23550,0.05,65,CE,NFO-OPT,NFO
13957378,54521,NIFTY26MAR23550PE,"NIFTY",0,2026-03-30,23550,0.05,65,PE,NFO-OPT,NFO
13956610,54518,NIFTY26MAR23500CE,"NIFTY",0,2026-03-30,23500,0.05,65,CE,NFO-OPT,NFO
13956866,54519,NIFTY26MAR23500PE,"NIFTY",0,2026-03-30,23500,0.05,65,PE,NFO-OPT,NFO
13956098,54516,NIFTY26MAR23450CE,"NIFTY",0,2026-03-30,23450,0.05,65,CE,NFO-OPT,NFO
13956354,54517,NIFTY26MAR23450PE,"NIFTY",0,2026-03-30,23450,0.05,65,PE,NFO-OPT,NFO
13955586,54514,NIFTY26MAR23400CE,"NIFTY",0,2026-03-30,23400,0.05,65,CE,NFO-OPT,NFO
13955842,54515,NIFTY26MAR23400PE,"NIFTY",0,2026-03-30,23400,0.05,65,PE,NFO-OPT,NFO
13955074,54512,NIFTY26MAR23350CE,"NIFTY",0,2026-03-30,23350,0.05,65,CE,NFO-OPT,NFO
13955330,54513,NIFTY26MAR23350PE,"NIFTY",0,2026-03-30,23350,0.05,65,PE,NFO-OPT,NFO
13954562,54510,NIFTY26MAR23300CE,"NIFTY",0,2026-03-30,23300,0.05,65,CE,NFO-OPT,NFO
13954818,54511,NIFTY26MAR23300PE,"NIFTY",0,2026-03-30,23300,0.05,65,PE,NFO-OPT,NFO
13954050,54508,NIFTY26MAR23250CE,"NIFTY",0,2026-03-30,23250,0.05,65,CE,NFO-OPT,NFO
13954306,54509,NIFTY26MAR23250PE,"NIFTY",0,2026-03-30,23250,0.05,65,PE,NFO-OPT,NFO
13953538,54506,NIFTY26MAR23200CE,"NIFTY",0,2026-03-30,23200,0.05,65,CE,NFO-OPT,NFO
13953794,54507,NIFTY26MAR23200PE,"NIFTY",0,2026-03-30,23200,0.05,65,PE,NFO-OPT,NFO
13952514,54502,NIFTY26MAR23150CE,"NIFTY",0,2026-03-30,23150,0.05,65,CE,NFO-OPT,NFO
13953282,54505,NIFTY26MAR23150PE,"NIFTY",0,2026-03-30,23150,0.05,65,PE,NFO-OPT,NFO
13952002,54500,NIFTY26MAR23100CE,"NIFTY",0,2026-03-30,23100,0.05,65,CE,NFO-OPT,NFO
13952258,54501,NIFTY26MAR23100PE,"NIFTY",0,2026-03-30,23100,0.05,65,PE,NFO-OPT,NFO
16108034,62922,NIFTY26MAR23000CE,"NIFTY",0,2026-03-30,23000,0.05,65,CE,NFO-OPT,NFO
16108290,62923,NIFTY26MAR23000PE,"NIFTY",0,2026-03-30,23000,0.05,65,PE,NFO-OPT,NFO
16107522,62920,NIFTY26MAR22000CE,"NIFTY",0,2026-03-30,22000,0.05,65,CE,NFO-OPT,NFO
16107778,62921,NIFTY26MAR22000PE,"NIFTY",0,2026-03-30,22000,0.05,65,PE,NFO-OPT,NFO
16107010,62918,NIFTY26MAR21000CE,"NIFTY",0,2026-03-30,21000,0.05,65,CE,NFO-OPT,NFO
16107266,62919,NIFTY26MAR21000PE,"NIFTY",0,2026-03-30,21000,0.05,65,PE,NFO-OPT,NFO
16106498,62916,NIFTY26MAR20000CE,"NIFTY",0,2026-03-30,20000,0.05,65,CE,NFO-OPT,NFO
16106754,62917,NIFTY26MAR20000PE,"NIFTY",0,2026-03-30,20000,0.05,65,PE,NFO-OPT,NFO
16105986,62914,NIFTY26MAR19000CE,"NIFTY",0,2026-03-30,19000,0.05,65,CE,NFO-OPT,NFO
16106242,62915,NIFTY26MAR19000PE,"NIFTY",0,2026-03-30,19000,0.05,65,PE,NFO-OPT,NFO
18541826,72429,NIFTY26APR25750CE,"NIFTY",0,2026-04-28,25750,0.05,65,CE,NFO-OPT,NFO
18542082,72430,NIFTY26APR25750PE,"NIFTY",0,2026-04-28,25750,0.05,65,PE,NFO-OPT,NFO
18541314,72427,NIFTY26APR25700CE,"NIFTY",0,2026-04-28,25700,0.05,65,CE,NFO-OPT,NFO
18541570,72428,NIFTY26APR25700PE,"NIFTY",0,2026-04-28,25700,0.05,65,PE,NFO-OPT,NFO
18542338,72431,NIFTY26APR25800CE,"NIFTY",0,2026-04-28,25800,0.05,65,CE,NFO-OPT,NFO
18542594,72432,NIFTY26APR25800PE,"NIFTY",0,2026-04-28,25800,0.05,65,PE,NFO-OPT,NFO
18540546,72424,NIFTY26APR25650CE,"NIFTY",0,2026-04-28,25650,0.05,65,CE,NFO-OPT,NFO
18540802,72425,NIFTY26APR25650PE,"NIFTY",0,2026-04-28,25650,0.05,65,PE,NFO-OPT,NFO
18543106,72434,NIFTY26APR25850CE,"NIFTY",0,2026-04-28,25850,0.05,65,CE,NFO-OPT,NFO
18543362,72435,NIFTY26APR25850PE,"NIFTY",0,2026-04-28,25850,0.05,65,PE,NFO-OPT,NFO
18540034,72422,NIFTY26APR25600CE,"NIFTY",0,2026-04-28,25600,0.05,65,CE,NFO-OPT,NFO
18540290,72423,NIFTY26APR25600PE,"NIFTY",0,2026-04-28,25600,0.05,65,PE,NFO-OPT,NFO
18543874,72437,NIFTY26APR25900CE,"NIFTY",0,2026-04-28,25900,0.05,65,CE,NFO-OPT,NFO
18544130,72438,NIFTY26APR25900PE,"NIFTY",0,2026-04-28,25900,0.05,65,PE,NFO-OPT,NFO
18539266,72419,NIFTY26APR25550CE,"NIFTY",0,2026-04-28,25550,0.05,65,CE,NFO-OPT,NFO
18539522,72420,NIFTY26APR25550PE,"NIFTY",0,2026-04-28,25550,0.05,65,PE,NFO-OPT,NFO
18544386,72439,NIFTY26APR25950CE,"NIFTY",0,2026-04-28,25950,0.05,65,CE,NFO-OPT,NFO
18544642,72440,NIFTY26APR25950PE,"NIFTY",0,2026-04-28,25950,0.05,65,PE,NFO-OPT,NFO
18533122,72395,NIFTY26APR25500CE,"NIFTY",0,2026-04-28,25500,0.05,65,CE,NFO-OPT,NFO
18536450,72408,NIFTY26APR25500PE,"NIFTY",0,2026-04-28,25500,0.05,65,PE,NFO-OPT,NFO
18544898,72441,NIFTY26APR26000CE,"NIFTY",0,2026-04-28,26000,0.05,65,CE,NFO-OPT,NFO
18548738,72456,NIFTY26APR26000PE,"NIFTY",0,2026-04-28,26000,0.05,65,PE,NFO-OPT,NFO
18530562,72385,NIFTY26APR25450CE,"NIFTY",0,2026-04-28,25450,0.05,65,CE,NFO-OPT,NFO
18532866,72394,NIFTY26APR25450PE,"NIFTY",0,2026-04-28,25450,0.05,65,PE,NFO-OPT,NFO
18548994,72457,NIFTY26APR26050CE,"NIFTY",0,2026-04-28,26050,0.05,65,CE,NFO-OPT,NFO
18549250,72458,NIFTY26APR26050PE,"NIFTY",0,2026-04-28,26050,0.05,65,PE,NFO-OPT,NFO
18530050,72383,NIFTY26APR25400CE,"NIFTY",0,2026-04-28,25400,0.05,65,CE,NFO-OPT,NFO
18530306,72384,NIFTY26APR25400PE,"NIFTY",0,2026-04-28,25400,0.05,65,PE,NFO-OPT,NFO
18549506,72459,NIFTY26APR26100CE,"NIFTY",0,2026-04-28,26100,0.05,65,CE,NFO-OPT,NFO
18551298,72466,NIFTY26APR26100PE,"NIFTY",0,2026-04-28,26100,0.05,65,PE,NFO-OPT,NFO
18555394,72482,NIFTY26APR26150PE,"NIFTY",0,2026-04-28,26150,0.05,65,PE,NFO-OPT,NFO
18626562,72760,NIFTY26APR27550CE,"NIFTY",0,2026-04-28,27550,0.05,65,CE,NFO-OPT,NFO
18626818,72761,NIFTY26APR27550PE,"NIFTY",0,2026-04-28,27550,0.05,65,PE,NFO-OPT,NFO
18625538,72756,NIFTY26APR27500CE,"NIFTY",0,2026-04-28,27500,0.05,65,CE,NFO-OPT,NFO
18626306,72759,NIFTY26APR27500PE,"NIFTY",0,2026-04-28,27500,0.05,65,PE,NFO-OPT,NFO
18625026,72754,NIFTY26APR27450CE,"NIFTY",0,2026-04-28,27450,0.05,65,CE,NFO-OPT,NFO
18625282,72755,NIFTY26APR27450PE,"NIFTY",0,2026-04-28,27450,0.05,65,PE,NFO-OPT,NFO
18624002,72750,NIFTY26APR27400CE,"NIFTY",0,2026-04-28,27400,0.05,65,CE,NFO-OPT,NFO
18624258,72751,NIFTY26APR27400PE,"NIFTY",0,2026-04-28,27400,0.05,65,PE,NFO-OPT,NFO
18623234,72747,NIFTY26APR27350CE,"NIFTY",0,2026-04-28,27350,0.05,65,CE,NFO-OPT,NFO
18623490,72748,NIFTY26APR27350PE,"NIFTY",0,2026-04-28,27350,0.05,65,PE,NFO-OPT,NFO
18622722,72745,NIFTY26APR27300CE,"NIFTY",0,2026-04-28,27300,0.05,65,CE,NFO-OPT,NFO
18622978,72746,NIFTY26APR27300PE,"NIFTY",0,2026-04-28,27300,0.05,65,PE,NFO-OPT,NFO
18622210,72743,NIFTY26APR27250CE,"NIFTY",0,2026-04-28,27250,0.05,65,CE,NFO-OPT,NFO
18622466,72744,NIFTY26APR27250PE,"NIFTY",0,2026-04-28,27250,0.05,65,PE,NFO-OPT,NFO
18621698,72741,NIFTY26APR27200CE,"NIFTY",0,2026-04-28,27200,0.05,65,CE,NFO-OPT,NFO
18621954,72742,NIFTY26APR27200PE,"NIFTY",0,2026-04-28,27200,0.05,65,PE,NFO-OPT,NFO
18619650,72733,NIFTY26APR27150CE,"NIFTY",0,2026-04-28,27150,0.05,65,CE,NFO-OPT,NFO
18619906,72734,NIFTY26APR27150PE,"NIFTY",0,2026-04-28,27150,0.05,65,PE,NFO-OPT,NFO
18618626,72729,NIFTY26APR27100CE,"NIFTY",0,2026-04-28,27100,0.05,65,CE,NFO-OPT,NFO
18618882,72730,NIFTY26APR27100PE,"NIFTY",0,2026-04-28,27100,0.05,65,PE,NFO-OPT,NFO
18618114,72727,NIFTY26APR27050CE,"NIFTY",0,2026-04-28,27050,0.05,65,CE,NFO-OPT,NFO
18618370,72728,NIFTY26APR27050PE,"NIFTY",0,2026-04-28,27050,0.05,65,PE,NFO-OPT,NFO
18617602,72725,NIFTY26APR27000CE,"NIFTY",0,2026-04-28,27000,0.05,65,CE,NFO-OPT,NFO
18617858,72726,NIFTY26APR27000PE,"NIFTY",0,2026-04-28,27000,0.05,65,PE,NFO-OPT,NFO
18617090,72723,NIFTY26APR26950CE,"NIFTY",0,2026-04-28,26950,0.05,65,CE,NFO-OPT,NFO
18617346,72724,NIFTY26APR26950PE,"NIFTY",0,2026-04-28,26950,0.05,65,PE,NFO-OPT,NFO
18616578,72721,NIFTY26APR26900CE,"NIFTY",0,2026-04-28,26900,0.05,65,CE,NFO-OPT,NFO
18616834,72722,NIFTY26APR26900PE,"NIFTY",0,2026-04-28,26900,0.05,65,PE,NFO-OPT,NFO
18616066,72719,NIFTY26APR26850CE,"NIFTY",0,2026-04-28,26850,0.05,65,CE,NFO-OPT,NFO
18616322,72720,NIFTY26APR26850PE,"NIFTY",0,2026-04-28,26850,0.05,65,PE,NFO-OPT,NFO
18614530,72713,NIFTY26APR26800CE,"NIFTY",0,2026-04-28,26800,0.05,65,CE,NFO-OPT,NFO
18615810,72718,NIFTY26APR26800PE,"NIFTY",0,2026-04-28,26800,0.05,65,PE,NFO-OPT,NFO
18603266,72669,NIFTY26APR26750CE,"NIFTY",0,2026-04-28,26750,0.05,65,CE,NFO-OPT,NFO
18603522,72670,NIFTY26APR26750PE,"NIFTY",0,2026-04-28,26750,0.05,65,PE,NFO-OPT,NFO
18602754,72667,NIFTY26APR26700CE,"NIFTY",0,2026-04-28,26700,0.05,65,CE,NFO-OPT,NFO
18603010,72668,NIFTY26APR26700PE,"NIFTY",0,2026-04-28,26700,0.05,65,PE,NFO-OPT,NFO
18602242,72665,NIFTY26APR26650CE,"NIFTY",0,2026-04-28,26650,0.05,65,CE,NFO-OPT,NFO
18602498,72666,NIFTY26APR26650PE,"NIFTY",0,2026-04-28,26650,0.05,65,PE,NFO-OPT,NFO
18601730,72663,NIFTY26APR26600CE,"NIFTY",0,2026-04-28,26600,0.05,65,CE,NFO-OPT,NFO
18601986,72664,NIFTY26APR26600PE,"NIFTY",0,2026-04-28,26600,0.05,65,PE,NFO-OPT,NFO
18559234,72497,NIFTY26APR26550CE,"NIFTY",0,2026-04-28,26550,0.05,65,CE,NFO-OPT,NFO
18560514,72502,NIFTY26APR26550PE,"NIFTY",0,2026-04-28,26550,0.05,65,PE,NFO-OPT,NFO
18558722,72495,NIFTY26APR26500CE,"NIFTY",0,2026-04-28,26500,0.05,65,CE,NFO-OPT,NFO
18558978,72496,NIFTY26APR26500PE,"NIFTY",0,2026-04-28,26500,0.05,65,PE,NFO-OPT,NFO
18558210,72493,NIFTY26APR26450CE,"NIFTY",0,2026-04-28,26450,0.05,65,CE,NFO-OPT,NFO
18558466,72494,NIFTY26APR26450PE,"NIFTY",0,2026-04-28,26450,0.05,65,PE,NFO-OPT,NFO
18557698,72491,NIFTY26APR26400CE,"NIFTY",0,2026-04-28,26400,0.05,65,CE,NFO-OPT,NFO
18557954,72492,NIFTY26APR26400PE,"NIFTY",0,2026-04-28,26400,0.05,65,PE,NFO-OPT,NFO
18557186,72489,NIFTY26APR26350CE,"NIFTY",0,2026-04-28,26350,0.05,65,CE,NFO-OPT,NFO
18557442,72490,NIFTY26APR26350PE,"NIFTY",0,2026-04-28,26350,0.05,65,PE,NFO-OPT,NFO
18556674,72487,NIFTY26APR26300CE,"NIFTY",0,2026-04-28,26300,0.05,65,CE,NFO-OPT,NFO
18556930,72488,NIFTY26APR26300PE,"NIFTY",0,2026-04-28,26300,0.05,65,PE,NFO-OPT,NFO
18556162,72485,NIFTY26APR26250CE,"NIFTY",0,2026-04-28,26250,0.05,65,CE,NFO-OPT,NFO
18556418,72486,NIFTY26APR26250PE,"NIFTY",0,2026-04-28,26250,0.05,65,PE,NFO-OPT,NFO
18555650,72483,NIFTY26APR26200CE,"NIFTY",0,2026-04-28,26200,0.05,65,CE,NFO-OPT,NFO
18555906,72484,NIFTY26APR26200PE,"NIFTY",0,2026-04-28,26200,0.05,65,PE,NFO-OPT,NFO
18551554,72467,NIFTY26APR26150CE,"NIFTY",0,2026-04-28,26150,0.05,65,CE,NFO-OPT,NFO
18526466,72369,NIFTY26APR25350CE,"NIFTY",0,2026-04-28,25350,0.05,65,CE,NFO-OPT,NFO
18526722,72370,NIFTY26APR25350PE,"NIFTY",0,2026-04-28,25350,0.05,65,PE,NFO-OPT,NFO
18525954,72367,NIFTY26APR25300CE,"NIFTY",0,2026-04-28,25300,0.05,65,CE,NFO-OPT,NFO
18526210,72368,NIFTY26APR25300PE,"NIFTY",0,2026-04-28,25300,0.05,65,PE,NFO-OPT,NFO
18525442,72365,NIFTY26APR25250CE,"NIFTY",0,2026-04-28,25250,0.05,65,CE,NFO-OPT,NFO
18525698,72366,NIFTY26APR25250PE,"NIFTY",0,2026-04-28,25250,0.05,65,PE,NFO-OPT,NFO
18524418,72361,NIFTY26APR25200CE,"NIFTY",0,2026-04-28,25200,0.05,65,CE,NFO-OPT,NFO
18524674,72362,NIFTY26APR25200PE,"NIFTY",0,2026-04-28,25200,0.05,65,PE,NFO-OPT,NFO
18523394,72357,NIFTY26APR25150CE,"NIFTY",0,2026-04-28,25150,0.05,65,CE,NFO-OPT,NFO
18523906,72359,NIFTY26APR25150PE,"NIFTY",0,2026-04-28,25150,0.05,65,PE,NFO-OPT,NFO
18522626,72354,NIFTY26APR25100CE,"NIFTY",0,2026-04-28,25100,0.05,65,CE,NFO-OPT,NFO
18522882,72355,NIFTY26APR25100PE,"NIFTY",0,2026-04-28,25100,0.05,65,PE,NFO-OPT,NFO
18521602,72350,NIFTY26APR25050CE,"NIFTY",0,2026-04-28,25050,0.05,65,CE,NFO-OPT,NFO
18522370,72353,NIFTY26APR25050PE,"NIFTY",0,2026-04-28,25050,0.05,65,PE,NFO-OPT,NFO
18521090,72348,NIFTY26APR25000CE,"NIFTY",0,2026-04-28,25000,0.05,65,CE,NFO-OPT,NFO
18521346,72349,NIFTY26APR25000PE,"NIFTY",0,2026-04-28,25000,0.05,65,PE,NFO-OPT,NFO
18520578,72346,NIFTY26APR24950CE,"NIFTY",0,2026-04-28,24950,0.05,65,CE,NFO-OPT,NFO
18520834,72347,NIFTY26APR24950PE,"NIFTY",0,2026-04-28,24950,0.05,65,PE,NFO-OPT,NFO
18519554,72342,NIFTY26APR24900CE,"NIFTY",0,2026-04-28,24900,0.05,65,CE,NFO-OPT,NFO
18519810,72343,NIFTY26APR24900PE,"NIFTY",0,2026-04-28,24900,0.05,65,PE,NFO-OPT,NFO
18518786,72339,NIFTY26APR24850CE,"NIFTY",0,2026-04-28,24850,0.05,65,CE,NFO-OPT,NFO
18519298,72341,NIFTY26APR24850PE,"NIFTY",0,2026-04-28,24850,0.05,65,PE,NFO-OPT,NFO
18518274,72337,NIFTY26APR24800CE,"NIFTY",0,2026-04-28,24800,0.05,65,CE,NFO-OPT,NFO
18518530,72338,NIFTY26APR24800PE,"NIFTY",0,2026-04-28,24800,0.05,65,PE,NFO-OPT,NFO
18517762,72335,NIFTY26APR24750CE,"NIFTY",0,2026-04-28,24750,0.05,65,CE,NFO-OPT,NFO
18518018,72336,NIFTY26APR24750PE,"NIFTY",0,2026-04-28,24750,0.05,65,PE,NFO-OPT,NFO
18517250,72333,NIFTY26APR24700CE,"NIFTY",0,2026-04-28,24700,0.05,65,CE,NFO-OPT,NFO
18517506,72334,NIFTY26APR24700PE,"NIFTY",0,2026-04-28,24700,0.05,65,PE,NFO-OPT,NFO
18516738,72331,NIFTY26APR24650CE,"NIFTY",0,2026-04-28,24650,0.05,65,CE,NFO-OPT,NFO
18516994,72332,NIFTY26APR24650PE,"NIFTY",0,2026-04-28,24650,0.05,65,PE,NFO-OPT,NFO
18516226,72329,NIFTY26APR24600CE,"NIFTY",0,2026-04-28,24600,0.05,65,CE,NFO-OPT,NFO
18516482,72330,NIFTY26APR24600PE,"NIFTY",0,2026-04-28,24600,0.05,65,PE,NFO-OPT,NFO
18515714,72327,NIFTY26APR24550CE,"NIFTY",0,2026-04-28,24550,0.05,65,CE,NFO-OPT,NFO
18515970,72328,NIFTY26APR24550PE,"NIFTY",0,2026-04-28,24550,0.05,65,PE,NFO-OPT,NFO
18515202,72325,NIFTY26APR24500CE,"NIFTY",0,2026-04-28,24500,0.05,65,CE,NFO-OPT,NFO
18515458,72326,NIFTY26APR24500PE,"NIFTY",0,2026-04-28,24500,0.05,65,PE,NFO-OPT,NFO
18514690,72323,NIFTY26APR24450CE,"NIFTY",0,2026-04-28,24450,0.05,65,CE,NFO-OPT,NFO
18514946,72324,NIFTY26APR24450PE,"NIFTY",0,2026-04-28,24450,0.05,65,PE,NFO-OPT,NFO
18513154,72317,NIFTY26APR24400CE,"NIFTY",0,2026-04-28,24400,0.05,65,CE,NFO-OPT,NFO
18514434,72322,NIFTY26APR24400PE,"NIFTY",0,2026-04-28,24400,0.05,65,PE,NFO-OPT,NFO
18511874,72312,NIFTY26APR24350CE,"NIFTY",0,2026-04-28,24350,0.05,65,CE,NFO-OPT,NFO
18512898,72316,NIFTY26APR24350PE,"NIFTY",0,2026-04-28,24350,0.05,65,PE,NFO-OPT,NFO
18503426,72279,NIFTY26APR24300CE,"NIFTY",0,2026-04-28,24300,0.05,65,CE,NFO-OPT,NFO
18511618,72311,NIFTY26APR24300PE,"NIFTY",0,2026-04-28,24300,0.05,65,PE,NFO-OPT,NFO
18502914,72277,NIFTY26APR24250CE,"NIFTY",0,2026-04-28,24250,0.05,65,CE,NFO-OPT,NFO
18503170,72278,NIFTY26APR24250PE,"NIFTY",0,2026-04-28,24250,0.05,65,PE,NFO-OPT,NFO
18501378,72271,NIFTY26APR24200CE,"NIFTY",0,2026-04-28,24200,0.05,65,CE,NFO-OPT,NFO
18501634,72272,NIFTY26APR24200PE,"NIFTY",0,2026-04-28,24200,0.05,65,PE,NFO-OPT,NFO
18500866,72269,NIFTY26APR24150CE,"NIFTY",0,2026-04-28,24150,0.05,65,CE,NFO-OPT,NFO
18501122,72270,NIFTY26APR24150PE,"NIFTY",0,2026-04-28,24150,0.05,65,PE,NFO-OPT,NFO
18500354,72267,NIFTY26APR24100CE,"NIFTY",0,2026-04-28,24100,0.05,65,CE,NFO-OPT,NFO
18500610,72268,NIFTY26APR24100PE,"NIFTY",0,2026-04-28,24100,0.05,65,PE,NFO-OPT,NFO
18499842,72265,NIFTY26APR24050CE,"NIFTY",0,2026-04-28,24050,0.05,65,CE,NFO-OPT,NFO
18500098,72266,NIFTY26APR24050PE,"NIFTY",0,2026-04-28,24050,0.05,65,PE,NFO-OPT,NFO
18499330,72263,NIFTY26APR24000CE,"NIFTY",0,2026-04-28,24000,0.05,65,CE,NFO-OPT,NFO
18499586,72264,NIFTY26APR24000PE,"NIFTY",0,2026-04-28,24000,0.05,65,PE,NFO-OPT,NFO
18498818,72261,NIFTY26APR23950CE,"NIFTY",0,2026-04-28,23950,0.05,65,CE,NFO-OPT,NFO
18499074,72262,NIFTY26APR23950PE,"NIFTY",0,2026-04-28,23950,0.05,65,PE,NFO-OPT,NFO
18498306,72259,NIFTY26APR23900CE,"NIFTY",0,2026-04-28,23900,0.05,65,CE,NFO-OPT,NFO
18498562,72260,NIFTY26APR23900PE,"NIFTY",0,2026-04-28,23900,0.05,65,PE,NFO-OPT,NFO
18497794,72257,NIFTY26APR23850CE,"NIFTY",0,2026-04-28,23850,0.05,65,CE,NFO-OPT,NFO
18498050,72258,NIFTY26APR23850PE,"NIFTY",0,2026-04-28,23850,0.05,65,PE,NFO-OPT,NFO
18497282,72255,NIFTY26APR23800CE,"NIFTY",0,2026-04-28,23800,0.05,65,CE,NFO-OPT,NFO
18497538,72256,NIFTY26APR23800PE,"NIFTY",0,2026-04-28,23800,0.05,65,PE,NFO-OPT,NFO
18496770,72253,NIFTY26APR23750CE,"NIFTY",0,2026-04-28,23750,0.05,65,CE,NFO-OPT,NFO
18497026,72254,NIFTY26APR23750PE,"NIFTY",0,2026-04-28,23750,0.05,65,PE,NFO-OPT,NFO
18496258,72251,NIFTY26APR23700CE,"NIFTY",0,2026-04-28,23700,0.05,65,CE,NFO-OPT,NFO
18496514,72252,NIFTY26APR23700PE,"NIFTY",0,2026-04-28,23700,0.05,65,PE,NFO-OPT,NFO
18495746,72249,NIFTY26APR23650CE,"NIFTY",0,2026-04-28,23650,0.05,65,CE,NFO-OPT,NFO
18496002,72250,NIFTY26APR23650PE,"NIFTY",0,2026-04-28,23650,0.05,65,PE,NFO-OPT,NFO
18494978,72246,NIFTY26APR23600CE,"NIFTY",0,2026-04-28,23600,0.05,65,CE,NFO-OPT,NFO
18495490,72248,NIFTY26APR23600PE,"NIFTY",0,2026-04-28,23600,0.05,65,PE,NFO-OPT,NFO
18494466,72244,NIFTY26APR23550CE,"NIFTY",0,2026-04-28,23550,0.05,65,CE,NFO-OPT,NFO
18494722,72245,NIFTY26APR23550PE,"NIFTY",0,2026-04-28,23550,0.05,65,PE,NFO-OPT,NFO
18490370,72228,NIFTY26APR23500CE,"NIFTY",0,2026-04-28,23500,0.05,65,CE,NFO-OPT,NFO
18490626,72229,NIFTY26APR23500PE,"NIFTY",0,2026-04-28,23500,0.05,65,PE,NFO-OPT,NFO
18489858,72226,NIFTY26APR23450CE,"NIFTY",0,2026-04-28,23450,0.05,65,CE,NFO-OPT,NFO
18490114,72227,NIFTY26APR23450PE,"NIFTY",0,2026-04-28,23450,0.05,65,PE,NFO-OPT,NFO
18489346,72224,NIFTY26APR23400CE,"NIFTY",0,2026-04-28,23400,0.05,65,CE,NFO-OPT,NFO
18489602,72225,NIFTY26APR23400PE,"NIFTY",0,2026-04-28,23400,0.05,65,PE,NFO-OPT,NFO
18488834,72222,NIFTY26APR23350CE,"NIFTY",0,2026-04-28,23350,0.05,65,CE,NFO-OPT,NFO
18489090,72223,NIFTY26APR23350PE,"NIFTY",0,2026-04-28,23350,0.05,65,PE,NFO-OPT,NFO
18488322,72220,NIFTY26APR23300CE,"NIFTY",0,2026-04-28,23300,0.05,65,CE,NFO-OPT,NFO
18488578,72221,NIFTY26APR23300PE,"NIFTY",0,2026-04-28,23300,0.05,65,PE,NFO-OPT,NFO
18487810,72218,NIFTY26APR23250CE,"NIFTY",0,2026-04-28,23250,0.05,65,CE,NFO-OPT,NFO
18488066,72219,NIFTY26APR23250PE,"NIFTY",0,2026-04-28,23250,0.05,65,PE,NFO-OPT,NFO
18487298,72216,NIFTY26APR23200CE,"NIFTY",0,2026-04-28,23200,0.05,65,CE,NFO-OPT,NFO
18487554,72217,NIFTY26APR23200PE,"NIFTY",0,2026-04-28,23200,0.05,65,PE,NFO-OPT,NFO
18486786,72214,NIFTY26APR23150CE,"NIFTY",0,2026-04-28,23150,0.05,65,CE,NFO-OPT,NFO
18487042,72215,NIFTY26APR23150PE,"NIFTY",0,2026-04-28,23150,0.05,65,PE,NFO-OPT,NFO
18486274,72212,NIFTY26APR23100CE,"NIFTY",0,2026-04-28,23100,0.05,65,CE,NFO-OPT,NFO
18486530,72213,NIFTY26APR23100PE,"NIFTY",0,2026-04-28,23100,0.05,65,PE,NFO-OPT,NFO
14128130,55188,NIFTY26JUN25500CE,"NIFTY",0,2026-06-30,25500,0.05,65,CE,NFO-OPT,NFO
14128386,55189,NIFTY26JUN25500PE,"NIFTY",0,2026-06-30,25500,0.05,65,PE,NFO-OPT,NFO
18297858,71476,NIFTY26JUN26000CE,"NIFTY",0,2026-06-30,26000,0.05,65,CE,NFO-OPT,NFO
18298114,71477,NIFTY26JUN26000PE,"NIFTY",0,2026-06-30,26000,0.05,65,PE,NFO-OPT,NFO
18297346,71474,NIFTY26JUN25000CE,"NIFTY",0,2026-06-30,25000,0.05,65,CE,NFO-OPT,NFO
18297602,71475,NIFTY26JUN25000PE,"NIFTY",0,2026-06-30,25000,0.05,65,PE,NFO-OPT,NFO
13049090,50973,NIFTY26JUN27000CE,"NIFTY",0,2026-06-30,27000,0.05,65,CE,NFO-OPT,NFO
13049858,50976,NIFTY26JUN27000PE,"NIFTY",0,2026-06-30,27000,0.05,65,PE,NFO-OPT,NFO
18296834,71472,NIFTY26JUN24000CE,"NIFTY",0,2026-06-30,24000,0.05,65,CE,NFO-OPT,NFO
18297090,71473,NIFTY26JUN24000PE,"NIFTY",0,2026-06-30,24000,0.05,65,PE,NFO-OPT,NFO
12939522,50545,NIFTY26JUN28000CE,"NIFTY",0,2026-06-30,28000,0.05,65,CE,NFO-OPT,NFO
12939778,50546,NIFTY26JUN28000PE,"NIFTY",0,2026-06-30,28000,0.05,65,PE,NFO-OPT,NFO
9676546,37799,NIFTY26JUN23000CE,"NIFTY",0,2026-06-30,23000,0.05,65,CE,NFO-OPT,NFO
